amount,payment_method,merchant_category,subscription_status,failure_category,failure_code,attempt_number,previous_transactions,previous_successes,previous_failures,previous_recovery_successes,customer_failure_rate,hour_of_day,day_of_week,is_weekend,recovered
14064.34,netbanking,travel,active,insufficient_funds,INSUFFICIENT_FUNDS,1,22,18,4,3,0.1818181818181818,19,5,1,0
2289.7,credit_card,saas,past_due,insufficient_funds,INSUFFICIENT_FUNDS,1,23,21,2,0,0.0869565217391304,20,5,1,1
1588.35,upi,education,active,insufficient_funds,INSUFFICIENT_FUNDS,2,12,11,1,0,0.0833333333333333,20,5,1,0
1848.17,upi,education,active,transient,PROCESSING_TIMEOUT,2,25,24,1,0,0.04,21,5,1,0
864.3,debit_card,food,active,insufficient_funds,INSUFFICIENT_FUNDS,1,4,4,0,0,0.0,23,5,1,0
651.99,credit_card,healthcare,active,authentication_failure,OTP_FAILED,1,19,14,5,3,0.2631578947368421,0,6,1,0
1692.97,wallet,education,past_due,insufficient_funds,BALANCE_LOW,3,21,20,1,0,0.0476190476190476,1,6,1,0
1210.76,upi,saas,active,unknown,UNKNOWN_ERROR,1,16,16,0,0,0.0,1,6,1,0
11842.83,upi,education,none,network_failure,CONNECTION_FAILED,1,21,19,2,1,0.0952380952380952,2,6,1,1
2005.76,debit_card,education,none,authentication_failure,OTP_FAILED,1,29,25,4,1,0.1379310344827586,3,6,1,0
509.4,debit_card,travel,none,transient,GATEWAY_TIMEOUT,1,21,18,3,1,0.1428571428571428,3,6,1,0
913.34,upi,travel,active,insufficient_funds,INSUFFICIENT_FUNDS,1,28,20,8,4,0.2857142857142857,8,6,1,0
1384.31,upi,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,1,20,20,0,0,0.0,10,6,1,0
1588.97,debit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,2,2,0,2,1,1.0,10,6,1,1
2631.09,upi,travel,none,expired_payment_method,CARD_EXPIRED,3,13,8,5,1,0.3846153846153846,13,6,1,0
613.55,upi,travel,active,transient,GATEWAY_TIMEOUT,1,5,2,3,1,0.6,14,6,1,1
5495.05,upi,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,2,13,8,5,5,0.3846153846153846,14,6,1,0
5550.79,credit_card,education,active,transient,PROCESSING_TIMEOUT,1,3,3,0,0,0.0,15,6,1,1
3007.83,debit_card,food,none,network_failure,CONNECTION_FAILED,1,21,13,8,1,0.3809523809523809,16,6,1,1
2101.19,debit_card,food,active,insufficient_funds,INSUFFICIENT_FUNDS,1,7,6,1,1,0.1428571428571428,17,6,1,0
2795.16,credit_card,food,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,3,2,1,0,0.3333333333333333,17,6,1,1
5044.19,debit_card,ecommerce,past_due,transient,GATEWAY_TIMEOUT,2,15,14,1,0,0.0666666666666666,17,6,1,1
765.8,wallet,healthcare,none,transient,GATEWAY_TIMEOUT,1,21,15,6,3,0.2857142857142857,18,6,1,1
3333.9,upi,travel,none,authentication_failure,OTP_FAILED,3,8,7,1,1,0.125,23,6,1,1
4298.19,upi,education,none,transient,GATEWAY_TIMEOUT,2,9,5,4,4,0.4444444444444444,0,0,0,1
6785.07,credit_card,education,active,insufficient_funds,INSUFFICIENT_FUNDS,2,10,7,3,1,0.3,0,0,0,0
724.27,debit_card,saas,active,unknown,UNKNOWN_ERROR,1,10,9,1,0,0.1,0,0,0,1
2043.67,debit_card,education,none,insufficient_funds,INSUFFICIENT_FUNDS,2,18,13,5,4,0.2777777777777778,2,0,0,1
359.35,netbanking,travel,active,expired_payment_method,CARD_EXPIRED,2,25,19,6,1,0.24,2,0,0,0
6707.36,credit_card,saas,active,unknown,UNKNOWN_ERROR,1,27,23,4,1,0.1481481481481481,3,0,0,1
1701.88,debit_card,education,active,network_failure,NETWORK_ERROR,1,9,6,3,2,0.3333333333333333,4,0,0,1
3743.62,upi,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,2,26,22,4,1,0.1538461538461538,4,0,0,0
2660.22,netbanking,education,none,authentication_failure,OTP_FAILED,1,20,20,0,0,0.0,5,0,0,1
1695.86,credit_card,travel,active,network_failure,CONNECTION_FAILED,1,25,21,4,3,0.16,5,0,0,0
4125.44,upi,travel,none,network_failure,CONNECTION_FAILED,2,11,10,1,0,0.0909090909090909,7,0,0,1
4140.09,upi,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,14,13,1,0,0.0714285714285714,8,0,0,1
11054.33,debit_card,ecommerce,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,9,9,0,0,0.0,8,0,0,0
2567.95,netbanking,saas,past_due,merchant_error,INVALID_REQUEST,2,2,2,0,0,0.0,9,0,0,1
3581.7,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,2,18,16,2,0,0.1111111111111111,9,0,0,0
1165.15,upi,saas,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,2,2,0,0,0.0,9,0,0,0
1188.14,wallet,ecommerce,none,unknown,UNKNOWN_ERROR,2,11,8,3,0,0.2727272727272727,10,0,0,1
1040.82,upi,travel,none,authentication_failure,OTP_FAILED,1,20,17,3,0,0.15,12,0,0,0
2123.71,credit_card,education,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,8,7,1,1,0.125,13,0,0,1
2401.47,credit_card,education,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,6,4,2,1,0.3333333333333333,13,0,0,0
2385.44,upi,education,none,authentication_failure,OTP_FAILED,1,14,9,5,5,0.3571428571428571,14,0,0,0
2726.87,credit_card,healthcare,none,network_failure,NETWORK_ERROR,2,15,11,4,3,0.2666666666666666,15,0,0,1
1378.16,debit_card,education,none,transient,PROCESSING_TIMEOUT,1,19,17,2,2,0.1052631578947368,16,0,0,0
355.93,netbanking,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,3,7,7,0,0,0.0,17,0,0,0
429.36,netbanking,education,past_due,insufficient_funds,INSUFFICIENT_FUNDS,1,18,13,5,1,0.2777777777777778,19,0,0,0
600.71,debit_card,food,past_due,authentication_failure,AUTH_FAILED,1,8,7,1,0,0.125,19,0,0,1
1918.27,upi,saas,none,network_failure,NETWORK_ERROR,2,12,12,0,0,0.0,20,0,0,0
651.18,upi,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,4,3,1,0,0.25,20,0,0,1
449.14,upi,travel,none,insufficient_funds,BALANCE_LOW,1,7,7,0,0,0.0,21,0,0,0
1100.52,upi,healthcare,active,expired_payment_method,CARD_EXPIRED,1,21,18,3,2,0.1428571428571428,21,0,0,0
259.46,upi,education,none,authentication_failure,OTP_FAILED,2,18,12,6,3,0.3333333333333333,23,0,0,0
2155.3,credit_card,saas,active,expired_payment_method,CARD_EXPIRED,1,26,19,7,3,0.2692307692307692,3,1,0,1
7500.59,upi,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,29,11,18,2,0.6206896551724138,4,1,0,0
6257.04,upi,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,1,24,23,1,0,0.0416666666666666,4,1,0,1
625.79,upi,saas,none,expired_payment_method,CARD_EXPIRED,3,1,1,0,0,0.0,4,1,0,0
617.31,upi,saas,none,transient,PROCESSING_TIMEOUT,2,7,6,1,1,0.1428571428571428,5,1,0,1
1095.05,upi,ecommerce,none,authentication_failure,AUTH_FAILED,1,7,5,2,1,0.2857142857142857,7,1,0,0
3284.52,upi,saas,none,insufficient_funds,BALANCE_LOW,1,3,2,1,1,0.3333333333333333,7,1,0,0
12148.48,netbanking,education,none,transient,PROCESSING_TIMEOUT,1,11,6,5,0,0.4545454545454545,8,1,0,0
1470.2,upi,education,none,authentication_failure,AUTH_FAILED,2,29,18,11,9,0.3793103448275862,9,1,0,0
2078.81,upi,food,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,3,23,23,0,0,0.0,10,1,0,0
4711.91,upi,healthcare,active,insufficient_funds,BALANCE_LOW,1,27,27,0,0,0.0,11,1,0,1
3465.44,upi,travel,active,transient,GATEWAY_TIMEOUT,1,11,7,4,1,0.3636363636363636,11,1,0,1
4025.93,wallet,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,28,24,4,3,0.1428571428571428,12,1,0,0
2858.8,netbanking,travel,none,expired_payment_method,CARD_EXPIRED,3,12,8,4,4,0.3333333333333333,13,1,0,1
569.98,credit_card,healthcare,active,transient,PROCESSING_TIMEOUT,1,22,19,3,0,0.1363636363636363,14,1,0,1
1429.64,credit_card,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,18,13,5,1,0.2777777777777778,14,1,0,0
1750.98,credit_card,saas,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,6,2,4,0,0.6666666666666666,14,1,0,0
5437.99,credit_card,saas,none,merchant_error,INVALID_REQUEST,2,17,9,8,7,0.4705882352941176,15,1,0,0
2825.21,upi,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,1,3,3,0,0,0.0,18,1,0,1
2086.57,upi,food,active,transient,GATEWAY_TIMEOUT,1,23,10,13,9,0.5652173913043478,21,1,0,1
2243.5,upi,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,2,22,18,4,1,0.1818181818181818,23,1,0,0
874.86,upi,travel,none,network_failure,NETWORK_ERROR,3,18,13,5,1,0.2777777777777778,23,1,0,0
4944.98,netbanking,education,active,insufficient_funds,BALANCE_LOW,1,24,22,2,0,0.0833333333333333,0,2,0,0
2837.63,credit_card,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,1,8,6,2,1,0.25,1,2,0,1
637.72,debit_card,food,none,authentication_failure,AUTH_FAILED,1,19,17,2,2,0.1052631578947368,1,2,0,1
3157.16,netbanking,travel,none,authentication_failure,OTP_FAILED,1,1,1,0,0,0.0,2,2,0,1
1342.94,netbanking,travel,none,transient,GATEWAY_TIMEOUT,1,12,7,5,5,0.4166666666666667,3,2,0,0
2610.37,upi,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,2,23,18,5,0,0.217391304347826,5,2,0,0
549.06,wallet,saas,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,2,6,5,1,0,0.1666666666666666,6,2,0,1
817.29,upi,food,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,10,8,2,0,0.2,7,2,0,1
564.92,upi,food,active,network_failure,CONNECTION_FAILED,1,25,22,3,3,0.12,10,2,0,1
1358.02,credit_card,travel,none,transient,PROCESSING_TIMEOUT,1,25,13,12,4,0.48,11,2,0,1
2663.08,credit_card,ecommerce,none,network_failure,NETWORK_ERROR,2,23,22,1,1,0.0434782608695652,12,2,0,0
4258.39,upi,healthcare,active,insufficient_funds,INSUFFICIENT_FUNDS,1,6,5,1,1,0.1666666666666666,12,2,0,0
1286.2,netbanking,ecommerce,none,transient,PROCESSING_TIMEOUT,1,2,1,1,0,0.5,14,2,0,0
5439.19,credit_card,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,1,25,19,6,1,0.24,15,2,0,0
2833.01,upi,travel,none,insufficient_funds,BALANCE_LOW,1,28,24,4,2,0.1428571428571428,15,2,0,0
865.11,upi,ecommerce,active,network_failure,NETWORK_ERROR,1,12,6,6,1,0.5,16,2,0,1
522.95,upi,saas,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,18,16,2,1,0.1111111111111111,16,2,0,0
1507.8,credit_card,food,active,insufficient_funds,BALANCE_LOW,1,3,2,1,0,0.3333333333333333,17,2,0,0
753.88,debit_card,healthcare,none,transient,PROCESSING_TIMEOUT,2,4,4,0,0,0.0,18,2,0,1
1052.04,credit_card,saas,none,expired_payment_method,CARD_EXPIRED,1,8,7,1,0,0.125,18,2,0,0
3072.34,wallet,education,active,authentication_failure,OTP_FAILED,1,13,13,0,0,0.0,21,2,0,0
555.71,upi,ecommerce,active,network_failure,CONNECTION_FAILED,2,15,13,2,1,0.1333333333333333,23,2,0,1
2480.99,debit_card,saas,none,insufficient_funds,BALANCE_LOW,1,10,9,1,0,0.1,23,2,0,0
2405.93,debit_card,education,active,transient,PROCESSING_TIMEOUT,3,5,4,1,1,0.2,0,3,0,0
4286.83,netbanking,travel,active,authentication_failure,AUTH_FAILED,1,2,1,1,1,0.5,0,3,0,0
8231.45,debit_card,healthcare,none,transient,PROCESSING_TIMEOUT,1,22,13,9,8,0.4090909090909091,1,3,0,1
2273.38,debit_card,ecommerce,past_due,transient,PROCESSING_TIMEOUT,1,8,8,0,0,0.0,1,3,0,1
4710.59,debit_card,food,none,transient,PROCESSING_TIMEOUT,2,28,16,12,8,0.4285714285714285,3,3,0,1
15493.91,upi,food,none,authentication_failure,AUTH_FAILED,1,16,13,3,0,0.1875,3,3,0,0
1463.54,credit_card,education,none,transient,PROCESSING_TIMEOUT,1,27,24,3,2,0.1111111111111111,3,3,0,1
2535.16,upi,education,active,insufficient_funds,INSUFFICIENT_FUNDS,1,28,23,5,2,0.1785714285714285,5,3,0,1
3455.63,netbanking,ecommerce,none,network_failure,CONNECTION_FAILED,1,16,8,8,3,0.5,7,3,0,0
9141.5,upi,travel,past_due,transient,PROCESSING_TIMEOUT,1,18,18,0,0,0.0,7,3,0,0
1424.07,credit_card,travel,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,1,1,0,0,0.0,8,3,0,1
1389.26,upi,food,none,transient,PROCESSING_TIMEOUT,1,23,16,7,5,0.3043478260869565,11,3,0,1
2165.8,debit_card,saas,active,insufficient_funds,BALANCE_LOW,3,19,17,2,0,0.1052631578947368,12,3,0,0
7421.17,wallet,education,active,transient,GATEWAY_TIMEOUT,3,27,16,11,7,0.4074074074074074,13,3,0,1
1023.09,netbanking,travel,none,network_failure,NETWORK_ERROR,1,14,11,3,0,0.2142857142857142,13,3,0,0
2904.23,upi,education,active,transient,GATEWAY_TIMEOUT,2,1,1,0,0,0.0,14,3,0,1
3411.12,upi,travel,none,authentication_failure,OTP_FAILED,1,26,17,9,6,0.3461538461538461,17,3,0,1
3957.06,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,3,15,9,6,3,0.4,20,3,0,0
2056.58,upi,food,none,transient,GATEWAY_TIMEOUT,2,16,14,2,2,0.125,20,3,0,0
2069.44,credit_card,saas,active,transient,GATEWAY_TIMEOUT,1,4,4,0,0,0.0,23,3,0,1
987.46,upi,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,14,11,3,1,0.2142857142857142,0,4,0,1
5604.79,credit_card,ecommerce,none,network_failure,NETWORK_ERROR,1,13,12,1,1,0.0769230769230769,0,4,0,1
1009.92,wallet,healthcare,active,unknown,UNKNOWN_ERROR,1,5,5,0,0,0.0,1,4,0,0
861.76,debit_card,travel,none,unknown,UNKNOWN_ERROR,3,14,9,5,3,0.3571428571428571,1,4,0,0
2028.5,credit_card,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,1,17,17,0,0,0.0,1,4,0,1
9928.72,credit_card,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,1,1,0,1,0,1.0,4,4,0,0
440.26,credit_card,education,active,insufficient_funds,INSUFFICIENT_FUNDS,1,3,1,2,2,0.6666666666666666,5,4,0,1
2759.48,upi,food,none,unknown,UNKNOWN_ERROR,1,27,24,3,2,0.1111111111111111,8,4,0,0
16865.15,credit_card,education,active,network_failure,NETWORK_ERROR,2,3,0,3,1,1.0,10,4,0,1
1263.49,upi,saas,none,insufficient_funds,BALANCE_LOW,2,2,1,1,1,0.5,11,4,0,0
1991.94,credit_card,saas,none,network_failure,NETWORK_ERROR,1,23,19,4,3,0.1739130434782608,12,4,0,1
1098.14,credit_card,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,1,12,8,4,4,0.3333333333333333,12,4,0,1
4663.25,debit_card,healthcare,none,insufficient_funds,BALANCE_LOW,2,22,18,4,0,0.1818181818181818,12,4,0,0
7861.52,netbanking,saas,active,authentication_failure,OTP_FAILED,1,7,4,3,0,0.4285714285714285,15,4,0,1
2824.33,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,12,8,4,2,0.3333333333333333,16,4,0,1
6479.21,upi,food,past_due,insufficient_funds,BALANCE_LOW,1,29,25,4,4,0.1379310344827586,16,4,0,1
2856.16,upi,ecommerce,active,insufficient_funds,BALANCE_LOW,1,19,15,4,0,0.2105263157894736,17,4,0,0
969.92,wallet,food,active,network_failure,NETWORK_ERROR,3,23,17,6,2,0.2608695652173913,17,4,0,1
2037.08,upi,saas,none,authentication_failure,OTP_FAILED,1,4,2,2,1,0.5,18,4,0,0
3187.84,upi,travel,past_due,insufficient_funds,INSUFFICIENT_FUNDS,1,7,6,1,1,0.1428571428571428,19,4,0,0
2762.49,netbanking,saas,active,transient,PROCESSING_TIMEOUT,1,10,9,1,0,0.1,21,4,0,1
2433.14,upi,saas,none,network_failure,NETWORK_ERROR,3,13,13,0,0,0.0,23,4,0,1
1969.8,upi,healthcare,past_due,transient,GATEWAY_TIMEOUT,1,24,12,12,11,0.5,23,4,0,1
2906.44,netbanking,saas,past_due,transient,GATEWAY_TIMEOUT,1,29,27,2,0,0.0689655172413793,23,4,0,1
392.83,upi,education,active,expired_payment_method,CARD_EXPIRED,2,4,4,0,0,0.0,1,5,1,0
4388.64,wallet,saas,none,authentication_failure,OTP_FAILED,1,26,26,0,0,0.0,1,5,1,1
622.96,upi,travel,active,insufficient_funds,INSUFFICIENT_FUNDS,1,7,7,0,0,0.0,1,5,1,0
2145.48,upi,saas,none,transient,GATEWAY_TIMEOUT,1,22,19,3,2,0.1363636363636363,2,5,1,1
2809.1,upi,saas,past_due,expired_payment_method,CARD_EXPIRED,1,26,24,2,2,0.0769230769230769,2,5,1,0
1534.99,upi,travel,past_due,transient,PROCESSING_TIMEOUT,1,13,12,1,0,0.0769230769230769,2,5,1,0
4833.43,upi,healthcare,none,network_failure,CONNECTION_FAILED,2,23,17,6,6,0.2608695652173913,3,5,1,1
831.23,debit_card,healthcare,none,expired_payment_method,CARD_EXPIRED,1,1,1,0,0,0.0,4,5,1,1
1391.67,credit_card,healthcare,none,transient,PROCESSING_TIMEOUT,1,21,17,4,1,0.1904761904761904,5,5,1,1
4999.29,wallet,food,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,19,18,1,1,0.0526315789473684,5,5,1,1
824.63,credit_card,education,none,transient,GATEWAY_TIMEOUT,1,4,1,3,1,0.75,6,5,1,1
2266.11,upi,education,none,transient,GATEWAY_TIMEOUT,3,3,3,0,0,0.0,7,5,1,0
94.51,wallet,healthcare,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,28,17,11,7,0.3928571428571428,8,5,1,1
1782.03,wallet,saas,none,unknown,UNKNOWN_ERROR,2,9,6,3,3,0.3333333333333333,8,5,1,1
3628.02,debit_card,food,active,insufficient_funds,BALANCE_LOW,2,28,28,0,0,0.0,10,5,1,0
3585.73,upi,ecommerce,none,expired_payment_method,CARD_EXPIRED,1,4,3,1,1,0.25,11,5,1,0
2127.59,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,3,8,7,1,0,0.125,11,5,1,0
843.42,upi,ecommerce,active,transient,GATEWAY_TIMEOUT,1,8,4,4,1,0.5,12,5,1,1
1067.83,credit_card,ecommerce,none,authentication_failure,OTP_FAILED,1,9,6,3,3,0.3333333333333333,13,5,1,1
1000.25,upi,saas,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,3,27,19,8,1,0.2962962962962963,14,5,1,0
4956.03,wallet,ecommerce,none,authentication_failure,AUTH_FAILED,2,7,7,0,0,0.0,14,5,1,1
2783.22,upi,healthcare,none,authentication_failure,AUTH_FAILED,2,24,24,0,0,0.0,15,5,1,0
699.04,credit_card,education,none,merchant_error,INVALID_REQUEST,1,11,8,3,0,0.2727272727272727,16,5,1,0
2996.12,upi,ecommerce,none,authentication_failure,OTP_FAILED,1,18,12,6,6,0.3333333333333333,16,5,1,1
2140.83,debit_card,food,past_due,network_failure,CONNECTION_FAILED,1,27,16,11,9,0.4074074074074074,17,5,1,1
2304.2,upi,food,active,transient,PROCESSING_TIMEOUT,1,21,12,9,0,0.4285714285714285,17,5,1,1
1065.88,credit_card,saas,none,insufficient_funds,BALANCE_LOW,3,6,5,1,0,0.1666666666666666,18,5,1,0
994.29,netbanking,travel,none,network_failure,CONNECTION_FAILED,1,1,1,0,0,0.0,18,5,1,1
882.53,debit_card,education,past_due,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,15,11,4,2,0.2666666666666666,20,5,1,1
3623.85,upi,saas,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,2,12,8,4,4,0.3333333333333333,20,5,1,1
3822.03,upi,saas,none,expired_payment_method,CARD_EXPIRED,1,8,8,0,0,0.0,21,5,1,0
1059.27,wallet,ecommerce,none,transient,PROCESSING_TIMEOUT,2,24,11,13,7,0.5416666666666666,21,5,1,1
2767.22,credit_card,food,active,insufficient_funds,INSUFFICIENT_FUNDS,1,17,11,6,1,0.3529411764705882,22,5,1,0
1753.86,netbanking,travel,none,transient,GATEWAY_TIMEOUT,1,5,4,1,0,0.2,23,5,1,0
2759.77,upi,education,none,transient,PROCESSING_TIMEOUT,1,13,9,4,0,0.3076923076923077,23,5,1,1
1468.21,credit_card,food,none,insufficient_funds,BALANCE_LOW,1,16,11,5,4,0.3125,1,6,1,0
582.03,netbanking,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,21,12,9,8,0.4285714285714285,1,6,1,0
4012.31,netbanking,food,none,network_failure,CONNECTION_FAILED,2,7,6,1,0,0.1428571428571428,3,6,1,0
756.57,credit_card,saas,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,3,19,13,6,5,0.3157894736842105,3,6,1,0
1763.03,credit_card,travel,none,transient,GATEWAY_TIMEOUT,1,4,2,2,1,0.5,3,6,1,0
5283.35,netbanking,ecommerce,none,authentication_failure,OTP_FAILED,1,17,17,0,0,0.0,4,6,1,0
1891.23,credit_card,food,none,transient,PROCESSING_TIMEOUT,2,5,3,2,0,0.4,4,6,1,1
804.34,upi,education,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,8,8,0,0,0.0,5,6,1,0
3112.25,wallet,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,4,3,1,0,0.25,5,6,1,0
3549.88,credit_card,saas,active,transient,GATEWAY_TIMEOUT,1,20,16,4,0,0.2,5,6,1,0
4458.29,debit_card,healthcare,active,unknown,UNKNOWN_ERROR,1,5,4,1,0,0.2,7,6,1,0
1139.47,upi,ecommerce,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,20,16,4,4,0.2,7,6,1,0
1805.01,wallet,food,active,transient,GATEWAY_TIMEOUT,1,21,19,2,1,0.0952380952380952,9,6,1,0
5635.37,credit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,3,17,11,6,5,0.3529411764705882,10,6,1,0
1361.01,credit_card,travel,none,authentication_failure,AUTH_FAILED,1,7,7,0,0,0.0,13,6,1,1
1441.02,netbanking,travel,active,authentication_failure,OTP_FAILED,2,14,10,4,2,0.2857142857142857,14,6,1,0
6804.61,debit_card,healthcare,none,insufficient_funds,BALANCE_LOW,1,10,10,0,0,0.0,15,6,1,0
2310.8,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,21,16,5,5,0.238095238095238,15,6,1,1
162.67,netbanking,healthcare,active,transient,PROCESSING_TIMEOUT,1,18,11,7,5,0.3888888888888889,15,6,1,1
896.35,wallet,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,1,1,1,0,0,0.0,16,6,1,0
1884.35,upi,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,7,3,4,4,0.5714285714285714,17,6,1,1
1096.64,upi,education,active,expired_payment_method,CARD_EXPIRED,3,10,3,7,0,0.7,17,6,1,0
1160.33,upi,saas,past_due,transient,PROCESSING_TIMEOUT,3,3,2,1,1,0.3333333333333333,17,6,1,1
6204.67,upi,food,none,transient,PROCESSING_TIMEOUT,1,15,14,1,1,0.0666666666666666,18,6,1,0
17848.76,upi,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,5,4,1,0,0.2,18,6,1,0
2191.4,upi,education,none,unknown,UNKNOWN_ERROR,1,19,11,8,6,0.4210526315789473,19,6,1,1
498.02,debit_card,education,none,network_failure,CONNECTION_FAILED,1,27,22,5,4,0.1851851851851851,19,6,1,1
3128.72,netbanking,ecommerce,none,merchant_error,INVALID_REQUEST,3,25,19,6,6,0.24,20,6,1,0
938.27,upi,ecommerce,none,transient,GATEWAY_TIMEOUT,2,5,5,0,0,0.0,20,6,1,1
6537.6,upi,travel,active,transient,GATEWAY_TIMEOUT,3,28,19,9,7,0.3214285714285714,20,6,1,1
3499.67,wallet,education,none,transient,PROCESSING_TIMEOUT,1,15,15,0,0,0.0,22,6,1,1
3061.08,wallet,travel,none,network_failure,NETWORK_ERROR,1,7,5,2,0,0.2857142857142857,22,6,1,1
1079.23,wallet,education,none,transient,GATEWAY_TIMEOUT,1,14,14,0,0,0.0,22,6,1,0
2443.32,upi,travel,past_due,insufficient_funds,BALANCE_LOW,1,18,11,7,1,0.3888888888888889,23,6,1,1
487.58,credit_card,ecommerce,past_due,transient,PROCESSING_TIMEOUT,3,13,12,1,0,0.0769230769230769,23,6,1,1
2411.47,credit_card,food,none,network_failure,NETWORK_ERROR,2,16,9,7,2,0.4375,0,0,0,1
757.56,debit_card,saas,active,transient,GATEWAY_TIMEOUT,1,8,7,1,1,0.125,0,0,0,0
1475.08,netbanking,ecommerce,none,transient,PROCESSING_TIMEOUT,1,11,10,1,0,0.0909090909090909,1,0,0,1
3879.74,debit_card,food,past_due,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,23,21,2,1,0.0869565217391304,2,0,0,1
1770.76,upi,education,past_due,authentication_failure,AUTH_FAILED,2,1,1,0,0,0.0,3,0,0,1
29832.59,wallet,healthcare,none,transient,PROCESSING_TIMEOUT,1,22,15,7,3,0.3181818181818182,3,0,0,0
2008.95,debit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,1,1,1,0,0,0.0,4,0,0,0
3153.36,debit_card,travel,active,unknown,UNKNOWN_ERROR,3,11,8,3,1,0.2727272727272727,6,0,0,0
2387.02,debit_card,food,active,authentication_failure,OTP_FAILED,1,1,1,0,0,0.0,7,0,0,0
6336.9,credit_card,ecommerce,none,network_failure,CONNECTION_FAILED,1,27,10,17,6,0.6296296296296297,7,0,0,0
8658.1,debit_card,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,2,25,24,1,1,0.04,8,0,0,0
215.25,credit_card,saas,active,insufficient_funds,BALANCE_LOW,1,22,10,12,8,0.5454545454545454,9,0,0,0
2748.09,wallet,ecommerce,none,transient,GATEWAY_TIMEOUT,1,3,2,1,1,0.3333333333333333,12,0,0,0
1112.07,netbanking,education,past_due,insufficient_funds,BALANCE_LOW,1,23,17,6,2,0.2608695652173913,14,0,0,1
2093.27,debit_card,education,none,transient,GATEWAY_TIMEOUT,3,29,27,2,1,0.0689655172413793,14,0,0,1
5504.55,upi,education,none,unknown,UNKNOWN_ERROR,3,6,5,1,1,0.1666666666666666,15,0,0,0
2720.75,upi,saas,none,unknown,UNKNOWN_ERROR,1,28,16,12,10,0.4285714285714285,16,0,0,1
1819.04,upi,ecommerce,none,network_failure,NETWORK_ERROR,2,24,20,4,3,0.1666666666666666,17,0,0,1
2005.68,credit_card,ecommerce,none,merchant_error,INVALID_REQUEST,2,17,6,11,7,0.6470588235294118,18,0,0,0
1334.62,debit_card,saas,none,transient,GATEWAY_TIMEOUT,1,9,9,0,0,0.0,19,0,0,0
1811.35,upi,healthcare,none,insufficient_funds,BALANCE_LOW,1,8,6,2,1,0.25,19,0,0,0
8585.45,upi,education,past_due,insufficient_funds,BALANCE_LOW,1,14,11,3,1,0.2142857142857142,19,0,0,1
